Question,Answer
本当に水の飲みすぎで死ぬのか？,YES
馬とロバは同じ種に属しますか,No
アメリカにデンマークはありますか,YES
フィリピンで電動自転車を運転するには免許が必要ですか,No
映画「ガーディアン」は実話ですか,No
311に電話して質問してもいいですか,YES
性別が異なる一卵性双生児はできますか,No
米国生まれの国民は二重国籍を持つことができますか,YES
モンスターハンターワールドにはシングルプレイヤーキャンペーンがありますか,YES
イリノイ州で赤信号で右折できますか,YES
カテゴリー6のハリケーンがあったことがありますか,No
テレビ番組の追跡はまだ続いていますか,No
これまでに女性がNBAにドラフトされたことがありますか,YES
レストランでの喫煙を許可する州はありますか,YES
サラは脱獄で刑務所に入りますか,YES
新しいジュマンジ 2017 にヘビはいますか,YES
キャッシュアプリとスクエアキャッシュは同じですか,YES
犬は狼爪を除去しなければなりませんか,No
内部告発法は民間企業にも適用されますか,No
曲のカバーをやってもらえますか,YES
東海岸にジャック・イン・ザ・ボックスはありますか,YES
彼らは内戦中にガトリング砲を持っていましたか,YES
訪問者は米国で赤ちゃんを産むことができますか,YES
ベルリンの壁は西ベルリンをぐるりと囲んでいたのか,No
車はガソリン以外のもので走れますか,YES
スーパーナチュラルシーズン6ではサムはまだルシファーですか？,No
オーストラリアとニュージーランドの電源プラグは同じですか,YES
プリンセスとカエルはブロードウェイミュージカルですか,No
イタリアのナポリに国際空港はありますか,YES
IHコンロで鋳鉄フライパンを使用できますか,YES
南アメリカのすべての国はスペイン語を話しますか,No
ムエタイとタイのボクシングは同じですか,YES
北朝鮮は国連の加盟国ですか,YES
イギリスでスカンクをペットとして飼えますか,YES
マーサズ・ヴィニヤードにワイン用のブドウ畑はありますか,YES
ニューオーリンズに海軍基地はありますか,YES
アメリカはFIFAワールドカップで優勝したことがありますか,No
ホホジロザメには天敵がいますか,No
初代Xboxにはメモリーカードが必要ですか,No
ゲーム・オブ・スローンズのシーズン8になるのか,YES
NASAは空軍の一員ですか,No
オクテットルールはすべての要素に適用されますか?,No
ニューヨークの食料品店はワインを販売できますか,No
ミズーリ州の引き潮の外にある3つの看板はアカデミー賞を受賞しましたか,YES
TLCのメンバーは全員まだ生きていますか？,No
FIFAのトロフィーを取っておくことはできますか？,No
イリノイ州には死刑がありますか,No
オリンピックでメダルを獲得した人はいますか,YES
オブジェクトに複数の影を付けることはできますか,YES
かゆみ止めのようなものはありますか,YES
マン島でイギリスのお金は使えますか,YES
ホッケーはプレーオフでシュートアウトになりますか,No
今までに5つ星の将軍がいたでしょうか,YES
ロイズ銀行とロイズTSBは同じですか,YES
上院議員は州に住む必要がありますか,YES
終身保険は一定の年齢で満期になりますか,No
ヴァンパイア・ダイアリーはシーズン8で終わりですか,YES
旧約聖書の中で最も偉大な詩があると考えられている本は何ですか,YES
映画「リメンバー・ミー」は実話ですか,No
シカゴから海までボートに乗ってもらえますか,YES
私のチケットがracの場合旅行できますか,YES
ベルギーはサッカーワールドカップで優勝したことがありますか,No
犯罪現場から立ち去るのは違法ですか,YES
ゲームマスターのようなものはありますか,YES
ロンドンブロイルはローストビーフと同じですか,No
トイ・ストーリー4は制作中ですか？,YES
光の速度より速いものはありますか,No
会社は社会保障番号を持つことができますか,No
ワシントン州には死刑がありますか,YES
アントマンとジャイアントマンは同じですか,YES
State of Originでプレイするにはクイーンズランド州に生まれなければなりませんか,No
オジロジカは外来種ですか,No
